RPC,MrAnisotropy,CommonGround,Citation,Reference,Type,Description,Lithology,Colour,Age,Location,Basin,Depth,Latitude,Longitude,Epsilon,Gamma,Delta,Vp,Vs,Rho,Rho_dry,Rho_grain,E_static,PR_static,E_dynamic,PR_dynamic,P_conf,P_pore,Eff_stress,Ax_stress,Frequency,Fluid,Saturation,Sat_fraction,Porosity,Permeability,Temperature,Composition,Remarks,URL
102539,,DIOR71-5,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,CLIMAX GRANODIORITE 71-5,GRNDO,,,,,,,,,,,5900,3260,,2.665,,,,,,0.069,,,,,Gas/air,,,,,,,,
102540,,DIOR71-5,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,CLIMAX GRANODIORITE 71-5,GRNDO,,,,,,,,,,,5700,3190,,2.665,,,,,,,,,,,Gas/air,,,,,,,,
102541,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,4350,2230,,1.925,,,,,,6.897,,,,,Water,,0.8,,,,,,
102542,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,4290,2200,,1.925,,,,,,6.207,,,,,Water,,0.8,,,,,,
102543,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,4220,2160,,1.925,,,,,,5.517,,,,,Water,,0.8,,,,,,
102544,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,4140,2120,,1.925,,,,,,4.828,,,,,Water,,0.8,,,,,,
102545,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,4070,2080,,1.925,,,,,,4.138,,,,,Water,,0.8,,,,,,
102546,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3980,2040,,1.925,,,,,,3.448,,,,,Water,,0.8,,,,,,
102547,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3880,2000,,1.925,,,,,,2.759,,,,,Water,,0.8,,,,,,
102548,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3770,1960,,1.925,,,,,,2.069,,,,,Water,,0.8,,,,,,
102549,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3630,1920,,1.925,,,,,,1.379,,,,,Water,,0.8,,,,,,
102550,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3460,1870,,1.925,,,,,,0.69,,,,,Water,,0.8,,,,,,
102551,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3430,1850,,1.925,,,,,,0.552,,,,,Water,,0.8,,,,,,
102552,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3390,1830,,1.925,,,,,,0.414,,,,,Water,,0.8,,,,,,
102553,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3350,1800,,1.925,,,,,,0.276,,,,,Water,,0.8,,,,,,
102554,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3310,1760,,1.925,,,,,,0.138,,,,,Water,,0.8,,,,,,
102555,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3290,1720,,1.925,,,,,,0.069,,,,,Water,,0.8,,,,,,
102556,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3260,1700,,1.925,,,,,,0.034,,,,,Water,,0.8,,,,,,
102557,,TUFF71-4,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIV 71-4,TUFF,,,,,,,,,,,3140,1600,,1.925,,,,,,,,,,,Water,,0.8,,,,,,
102558,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,4450,2050,,1.85,,,,,,6.897,,,,,Water,,0.8,,,,,,
102559,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,4370,2030,,1.85,,,,,,6.207,,,,,Water,,0.8,,,,,,
102560,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,4290,2010,,1.85,,,,,,5.517,,,,,Water,,0.8,,,,,,
102561,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,4200,1970,,1.85,,,,,,4.828,,,,,Water,,0.8,,,,,,
102562,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,4050,1940,,1.85,,,,,,4.138,,,,,Water,,0.8,,,,,,
102563,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,4020,1910,,1.85,,,,,,3.448,,,,,Water,,0.8,,,,,,
102564,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3920,1880,,1.85,,,,,,2.759,,,,,Water,,0.8,,,,,,
102565,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3820,1850,,1.85,,,,,,2.069,,,,,Water,,0.8,,,,,,
102566,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3690,1810,,1.85,,,,,,1.379,,,,,Water,,0.8,,,,,,
102567,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3500,1760,,1.85,,,,,,0.69,,,,,Water,,0.8,,,,,,
102568,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3450,1750,,1.85,,,,,,0.552,,,,,Water,,0.8,,,,,,
102569,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3400,1730,,1.85,,,,,,0.414,,,,,Water,,0.8,,,,,,
102570,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3360,1710,,1.85,,,,,,0.276,,,,,Water,,0.8,,,,,,
102571,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3310,2090,,1.85,,,,,,0.138,,,,,Water,,0.8,,,,,,
102572,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3280,1660,,1.85,,,,,,0.069,,,,,Water,,0.8,,,,,,
102573,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3260,1640,,1.85,,,,,,0.034,,,,,Water,,0.8,,,,,,
102574,,TUFF71-3,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CIII 71-3,TUFF,,,,,,,,,,,3210,1620,,1.85,,,,,,,,,,,Water,,0.8,,,,,,
102575,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,4150,2210,,1.905,,,,,,6.897,,,,,Water,,0.8,,,,,,
102576,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,4100,2180,,1.905,,,,,,6.207,,,,,Water,,0.8,,,,,,
102577,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,4040,2140,,1.905,,,,,,5.517,,,,,Water,,0.8,,,,,,
102578,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3970,2100,,1.905,,,,,,4.828,,,,,Water,,0.8,,,,,,
102579,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3890,2070,,1.905,,,,,,4.138,,,,,Water,,0.8,,,,,,
102580,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3810,2030,,1.905,,,,,,3.448,,,,,Water,,0.8,,,,,,
102581,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3720,1990,,1.905,,,,,,2.759,,,,,Water,,0.8,,,,,,
102582,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3620,1950,,1.905,,,,,,2.069,,,,,Water,,0.8,,,,,,
102583,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3500,1900,,1.905,,,,,,1.379,,,,,Water,,0.8,,,,,,
102584,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3370,1850,,1.905,,,,,,0.69,,,,,Water,,0.8,,,,,,
102585,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3350,1840,,1.905,,,,,,0.552,,,,,Water,,0.8,,,,,,
102586,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3320,1830,,1.905,,,,,,0.414,,,,,Water,,0.8,,,,,,
102587,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3280,1810,,1.905,,,,,,0.276,,,,,Water,,0.8,,,,,,
102588,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3230,1780,,1.905,,,,,,0.138,,,,,Water,,0.8,,,,,,
102589,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3200,1750,,1.905,,,,,,0.069,,,,,Water,,0.8,,,,,,
102590,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3170,1730,,1.905,,,,,,0.034,,,,,Water,,0.8,,,,,,
102591,,TUFF71-2,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-2,TUFF,,,,,,,,,,,3100,1670,,1.905,,,,,,,,,,,Water,,0.8,,,,,,
102592,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,4240,2330,,1.96,,,,,,6.897,,,,,Water,,0.83,0.23,,,,,
102593,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,4160,2320,,1.96,,,,,,6.207,,,,,Water,,0.83,0.23,,,,,
102594,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,4100,2300,,1.96,,,,,,5.517,,,,,Water,,0.83,0.23,,,,,
102595,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,4030,2280,,1.96,,,,,,4.828,,,,,Water,,0.83,0.23,,,,,
102596,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3950,2260,,1.96,,,,,,4.138,,,,,Water,,0.83,0.23,,,,,
102597,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3870,2230,,1.96,,,,,,3.448,,,,,Water,,0.83,0.23,,,,,
102598,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3780,2190,,1.96,,,,,,2.759,,,,,Water,,0.83,0.23,,,,,
102599,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3680,2130,,1.96,,,,,,2.069,,,,,Water,,0.83,0.23,,,,,
102600,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3560,2050,,1.96,,,,,,1.379,,,,,Water,,0.83,0.23,,,,,
102601,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3420,1930,,1.96,,,,,,0.69,,,,,Water,,0.83,0.23,,,,,
102602,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3400,1900,,1.96,,,,,,0.552,,,,,Water,,0.83,0.23,,,,,
102603,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3390,1880,,1.96,,,,,,0.414,,,,,Water,,0.83,0.23,,,,,
102604,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3350,1850,,1.96,,,,,,0.276,,,,,Water,,0.83,0.23,,,,,
102605,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3300,1820,,1.96,,,,,,0.138,,,,,Water,,0.83,0.23,,,,,
102606,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3240,1790,,1.96,,,,,,0.069,,,,,Water,,0.83,0.23,,,,,
102607,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3220,1770,,1.96,,,,,,0.034,,,,,Water,,0.83,0.23,,,,,
102608,,TUFF71-1*,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CII 71-1*,TUFF,,,,,,,,,,,3170,1720,,1.96,,,,,,,,,,,Water,,0.83,0.23,,,,,
102609,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,4330,2390,,1.96,,,,,,6.897,,,,,Water,,0.83,0.23,,,,,
102610,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,4260,2370,,1.96,,,,,,6.207,,,,,Water,,0.83,0.23,,,,,
102611,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,4190,2350,,1.96,,,,,,5.517,,,,,Water,,0.83,0.23,,,,,
102612,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,4110,2330,,1.96,,,,,,4.828,,,,,Water,,0.83,0.23,,,,,
102613,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,4030,2310,,1.96,,,,,,4.138,,,,,Water,,0.83,0.23,,,,,
102614,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3950,2280,,1.96,,,,,,3.448,,,,,Water,,0.83,0.23,,,,,
102615,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3850,2230,,1.96,,,,,,2.759,,,,,Water,,0.83,0.23,,,,,
102616,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3740,2170,,1.96,,,,,,2.069,,,,,Water,,0.83,0.23,,,,,
102617,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3620,2080,,1.96,,,,,,1.379,,,,,Water,,0.83,0.23,,,,,
102618,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3470,1960,,1.96,,,,,,0.69,,,,,Water,,0.83,0.23,,,,,
102619,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3440,1930,,1.96,,,,,,0.552,,,,,Water,,0.83,0.23,,,,,
102620,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3410,1890,,1.96,,,,,,0.414,,,,,Water,,0.83,0.23,,,,,
102621,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3360,1860,,1.96,,,,,,0.276,,,,,Water,,0.83,0.23,,,,,
102622,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3300,1820,,1.96,,,,,,0.138,,,,,Water,,0.83,0.23,,,,,
102623,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3250,1790,,1.96,,,,,,0.069,,,,,Water,,0.83,0.23,,,,,
102624,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3220,1770,,1.96,,,,,,0.034,,,,,Water,,0.83,0.23,,,,,
102625,,TUFF71-1,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,INDIAN TRAIL TUFF 4CI 71-1,TUFF,,,,,,,,,,,3170,1720,,1.96,,,,,,,,,,,Water,,0.83,0.23,,,,,
102626,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,5080,3010,,2.29,,,,,,6.897,,,,,Water,,0.5,0.14,,,,,
102627,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,5070,3020,,2.29,,,,,,6.207,,,,,Water,,0.5,0.14,,,,,
102628,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,5050,3010,,2.29,,,,,,5.517,,,,,Water,,0.5,0.14,,,,,
102629,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,5030,3010,,2.29,,,,,,4.828,,,,,Water,,0.5,0.14,,,,,
102630,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,5010,3010,,2.29,,,,,,4.138,,,,,Water,,0.5,0.14,,,,,
102631,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,4980,3000,,2.29,,,,,,3.448,,,,,Water,,0.5,0.14,,,,,
102632,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,4940,2990,,2.29,,,,,,2.759,,,,,Water,,0.5,0.14,,,,,
102633,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,4890,2980,,2.29,,,,,,2.069,,,,,Water,,0.5,0.14,,,,,
102634,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,4820,2950,,2.29,,,,,,1.379,,,,,Water,,0.5,0.14,,,,,
102635,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,4770,2950,,2.29,,,,,,1.034,,,,,Water,,0.5,0.14,,,,,
102636,,SAND70-11,Lawrence Livermore,"Lawrence Livermore Laboratory Data, USGS Open File Report, UCRL-51508, 1974.",,ST PETER SANDSTONE 70-11,SS,,,,,,,,,,,4730,2920,,2.29,,,,,,0.69,,,,,Water,,0.5,0.14,,,,,
