Well Name,Depth,Formation,RelPos,Marine,GR,ILD,DeltaPHI,PHIND,PE,Facies
SHANKLE,886.8156,B4 SH,0.563,1,82.34,2.4322,7.7,14.440,2.7,1
SHANKLE,886.9680,B4 SH,0.542,1,85.94,2.4210,7.7,14.250,2.7,1
SHANKLE,887.1204,B4 SH,0.521,1,71.56,2.3988,8.2,14.510,2.7,1
SHANKLE,887.2728,B4 SH,0.500,1,69.26,2.3605,7.2,15.655,2.7,1
SHANKLE,887.4252,B4 SH,0.479,1,65.79,2.3174,6.0,16.385,2.8,1
SHANKLE,887.5776,B4 SH,0.458,1,58.76,2.2594,3.5,16.940,2.7,1
SHANKLE,887.7300,B4 SH,0.438,1,60.11,2.1979,1.3,17.025,2.6,1
SHANKLE,887.8824,B4 SH,0.417,1,62.00,2.2080,0.3,17.325,2.6,1
SHANKLE,888.0348,B4 SH,0.396,1,61.56,2.2594,0.6,17.815,2.8,1
SHANKLE,888.1872,B4 SH,0.375,1,58.39,2.3014,1.3,18.575,2.7,1
SHANKLE,888.3396,B4 SH,0.354,1,62.03,2.3014,-0.8,18.520,2.6,1
SHANKLE,888.4920,B4 SH,0.333,1,58.92,2.2284,-1.6,17.575,2.6,1
SHANKLE,888.6444,B4 SH,0.313,1,62.43,2.1086,-0.2,16.275,2.6,1
SHANKLE,888.7968,B4 SH,0.292,1,63.32,1.9588,4.0,16.375,2.7,1
SHANKLE,888.9492,B4 SH,0.271,1,64.42,1.8281,5.9,17.115,2.8,1
SHANKLE,889.1016,B4 SH,0.250,1,63.11,1.7498,5.9,18.435,2.8,2
SHANKLE,889.2540,B4 SH,0.250,1,63.11,1.7498,5.9,18.435,2.8,2
SHANKLE,889.4064,B4 SH,0.229,1,68.73,1.7219,4.7,18.565,2.8,2
SHANKLE,889.5588,B4 SH,0.208,1,68.82,1.7498,3.7,18.135,3.0,2
SHANKLE,889.7112,B4 SH,0.188,1,63.27,1.8113,3.9,16.665,3.1,2
SHANKLE,889.8636,B4 SH,0.167,1,63.95,1.9011,5.0,15.155,3.3,2
SHANKLE,890.0160,B4 SH,0.146,1,73.72,1.9999,7.0,13.770,3.2,2
SHANKLE,890.1684,B4 SH,0.125,1,70.47,2.1086,8.1,14.830,2.4,2
SHANKLE,890.3208,B4 SH,0.104,1,78.62,2.2594,0.5,24.675,2.1,3
SHANKLE,890.4732,B4 SH,0.083,1,81.91,2.5003,-9.6,35.200,1.9,3
SHANKLE,890.6256,B4 SH,0.063,1,77.68,2.8774,-6.8,44.645,1.9,3
SHANKLE,890.7780,B4 SH,0.042,1,74.51,3.4514,-7.4,51.805,2.0,3
SHANKLE,890.9304,B4 SH,0.021,1,66.90,4.0272,-13.0,46.795,2.0,3
SHANKLE,891.2352,B4 LM,0.857,1,26.06,5.3088,-12.9,16.170,4.4,6
SHANKLE,891.3876,B4 LM,0.714,2,20.73,6.2517,3.7,4.785,4.1,6
SHANKLE,891.5400,B4 LM,0.571,2,18.40,7.5162,7.6,4.555,3.7,6
SHANKLE,891.6924,B4 LM,0.429,2,20.07,8.7297,9.7,6.745,3.3,6
SHANKLE,891.8448,B4 LM,0.286,2,20.85,7.9983,7.7,9.415,3.4,6
SHANKLE,891.9972,B4 LM,0.143,2,24.51,6.4417,4.3,11.980,2.5,6
SHANKLE,892.1496,B5 SH,1.000,1,37.82,5.2723,-0.1,19.085,2.2,3
SHANKLE,893.0640,B5 SH,0.450,1,79.36,2.9512,-6.0,35.770,2.4,3
SHANKLE,893.2164,B5 SH,0.400,1,78.41,2.9376,-6.4,33.730,2.6,3
SHANKLE,893.3688,B5 SH,0.350,1,70.00,2.8379,-8.4,31.445,2.6,3
SHANKLE,893.5212,B5 SH,0.300,1,67.67,2.6915,-9.9,31.450,2.7,3
SHANKLE,893.6736,B5 SH,0.250,1,67.38,2.4604,-7.6,30.565,2.6,3
SHANKLE,893.8260,B5 SH,0.200,1,70.08,2.1878,-2.9,33.215,2.5,3
SHANKLE,893.9784,B5 SH,0.150,1,72.40,1.9498,-0.2,39.915,2.3,3
SHANKLE,894.1308,B5 SH,0.100,1,70.73,1.7418,-4.0,41.445,2.3,3
SHANKLE,894.2832,B5 SH,0.050,1,65.14,1.5596,-1.9,37.005,2.6,3
SHANKLE,894.4356,B5 LM,1.000,2,52.05,1.4191,5.9,29.525,2.9,7
SHANKLE,894.5880,B5 LM,0.958,2,30.56,1.3213,12.2,27.265,3.0,7
SHANKLE,894.7404,B5 LM,0.917,2,25.47,1.2503,10.8,27.915,3.0,7
SHANKLE,894.8928,B5 LM,0.875,2,25.34,1.2388,6.4,27.115,3.0,7
SHANKLE,895.0452,B5 LM,0.833,2,31.30,1.2912,3.8,26.515,3.0,7
SHANKLE,895.1976,B5 LM,0.792,2,45.23,1.3996,3.6,24.380,3.0,7
SHANKLE,895.3500,B5 LM,0.750,2,53.09,1.5704,4.7,22.525,3.0,7
SHANKLE,895.5024,B5 LM,0.708,2,53.66,1.7989,2.1,19.515,3.1,7
SHANKLE,895.6548,B5 LM,0.667,2,48.30,2.0797,-1.1,16.710,3.4,7
SHANKLE,895.8072,B5 LM,0.625,2,47.58,2.4322,-1.3,14.275,4.0,8
SHANKLE,895.9596,B5 LM,0.583,2,44.54,2.8576,0.5,12.480,4.2,8
SHANKLE,896.1120,B5 LM,0.542,2,45.57,3.3963,1.6,11.420,4.3,8
SHANKLE,896.2644,B5 LM,0.500,2,49.17,4.0458,1.0,10.820,4.3,8
SHANKLE,896.4168,B5 LM,0.458,2,58.97,4.7863,0.6,10.535,4.4,8
SHANKLE,896.5692,B5 LM,0.417,2,78.86,5.5463,0.7,10.320,4.6,8
SHANKLE,896.7216,B5 LM,0.375,2,100.24,6.2661,1.4,10.380,4.7,8
SHANKLE,896.8740,B5 LM,0.333,2,97.94,6.9502,0.8,10.560,4.8,8
SHANKLE,897.0264,B5 LM,0.292,2,94.67,7.6033,-0.5,10.570,4.7,8
SHANKLE,897.1788,B5 LM,0.250,2,78.63,8.2035,-1.0,10.180,4.7,8
SHANKLE,897.3312,B5 LM,0.208,2,97.99,8.5507,-1.9,9.310,4.7,8
SHANKLE,897.4836,B5 LM,0.167,2,130.86,8.3368,-2.5,8.100,4.9,8
SHANKLE,897.6360,B5 LM,0.125,2,167.90,7.6384,-0.8,6.220,4.5,8
SHANKLE,897.7884,B5 LM,0.083,2,191.70,6.6374,4.2,5.195,3.8,8
SHANKLE,897.9408,C SH,1.000,1,149.65,5.1404,-5.9,24.320,2.3,3
SHANKLE,898.5504,C SH,0.930,1,75.83,3.7239,-9.4,34.610,2.8,3
SHANKLE,898.7028,C SH,0.912,1,66.28,3.6308,2.5,28.990,2.7,3
SHANKLE,898.8552,C SH,0.895,1,69.44,3.6898,-0.2,27.455,2.6,3
SHANKLE,899.0076,C SH,0.877,1,69.67,3.8371,-1.6,24.680,2.6,3
SHANKLE,899.1600,C SH,0.860,1,72.32,4.0644,-2.1,21.265,2.9,3
SHANKLE,899.3124,C SH,0.842,1,72.26,4.3053,5.3,16.795,3.2,3
SHANKLE,899.4648,C SH,0.825,1,66.60,4.4875,8.9,13.990,3.3,3
SHANKLE,899.6172,C SH,0.807,1,66.67,4.5604,10.7,14.420,3.2,3
SHANKLE,899.7696,C SH,0.789,1,67.49,4.5814,9.3,15.755,3.2,3
SHANKLE,899.9220,C SH,0.772,1,69.17,4.5394,6.3,17.910,3.0,3
SHANKLE,900.0744,C SH,0.754,1,67.63,4.4566,6.3,17.220,3.2,3
SHANKLE,900.2268,C SH,0.737,1,74.65,4.3551,7.1,16.125,3.1,3
SHANKLE,900.3792,C SH,0.719,1,69.34,4.2267,6.4,16.405,3.1,3
SHANKLE,900.5316,C SH,0.702,1,67.71,4.1305,3.6,17.570,2.9,3
SHANKLE,900.6840,C SH,0.684,1,69.85,4.0738,2.9,18.530,3.0,3
SHANKLE,900.8364,C SH,0.667,1,72.99,4.0365,6.6,17.785,3.0,3
SHANKLE,900.9888,C SH,0.649,1,72.73,4.0272,3.5,21.265,2.8,3
SHANKLE,901.1412,C SH,0.632,1,71.24,4.0365,-3.0,23.970,2.8,3
SHANKLE,901.2936,C SH,0.614,1,65.18,4.0458,-1.1,24.320,3.3,3
SHANKLE,901.4460,C SH,0.596,1,76.51,4.0738,3.1,23.925,3.3,3
SHANKLE,901.5984,C SH,0.579,1,72.51,4.1210,0.3,27.215,3.1,3
SHANKLE,901.7508,C SH,0.561,1,73.66,4.1879,-8.0,30.125,2.7,3
SHANKLE,901.9032,C SH,0.544,1,72.96,4.2364,-12.3,29.985,2.5,3
SHANKLE,902.0556,C SH,0.526,1,66.05,4.2462,-9.4,26.215,2.8,3
SHANKLE,902.2080,C SH,0.509,1,75.61,4.2073,-1.1,21.255,3.1,3
SHANKLE,902.3604,C SH,0.491,1,68.69,4.1783,6.8,16.645,3.3,3
SHANKLE,902.5128,C SH,0.474,1,67.49,4.1783,5.2,17.925,3.0,3
SHANKLE,902.6652,C SH,0.456,1,71.32,4.1687,2.0,18.325,2.9,3
SHANKLE,902.8176,C SH,0.439,1,69.16,4.1305,3.5,16.405,3.1,3
SHANKLE,902.9700,C SH,0.421,1,72.18,4.0832,5.7,15.525,3.3,3
SHANKLE,903.1224,C SH,0.404,1,67.16,4.0365,4.4,16.480,3.2,3
SHANKLE,903.2748,C SH,0.386,1,72.36,4.0365,1.5,18.610,3.2,3
SHANKLE,903.4272,C SH,0.368,1,76.08,4.1115,0.8,19.615,3.1,3
SHANKLE,903.5796,C SH,0.351,1,75.85,4.2267,1.8,21.045,2.9,3
SHANKLE,903.7320,C SH,0.333,1,72.11,4.2954,-3.6,22.505,2.7,3
SHANKLE,903.8844,C SH,0.316,1,73.80,4.3152,-9.0,22.545,2.9,3
SHANKLE,904.0368,C SH,0.298,1,71.57,4.3251,-5.1,17.625,3.3,3
SHANKLE,904.1892,C SH,0.281,1,71.38,4.2560,1.0,14.060,3.6,3
SHANKLE,904.3416,C SH,0.263,1,72.44,4.1879,6.2,14.855,3.1,3
SHANKLE,904.4940,C SH,0.246,1,74.87,4.1879,5.8,19.845,2.8,3
SHANKLE,904.6464,C SH,0.228,1,76.01,4.1783,-2.7,23.955,2.4,3
SHANKLE,904.7988,C SH,0.211,1,76.11,4.1495,-9.0,25.400,3.0,3
SHANKLE,904.9512,C SH,0.193,1,76.47,4.2073,-3.5,24.095,3.3,3
SHANKLE,905.1036,C SH,0.175,1,70.18,4.2462,-5.4,24.150,3.2,3
SHANKLE,905.2560,C SH,0.158,1,71.13,4.1976,-10.2,24.425,2.9,3
SHANKLE,905.4084,C SH,0.140,1,74.62,4.0926,-13.2,21.350,2.9,3
SHANKLE,905.5608,C SH,0.123,1,75.04,3.9537,-3.6,17.660,2.9,3
SHANKLE,905.7132,C SH,0.105,1,71.03,3.7670,7.1,16.710,2.5,3
SHANKLE,905.8656,C SH,0.088,1,79.47,3.7584,-9.8,35.285,2.1,3
SHANKLE,906.0180,C SH,0.070,1,76.72,4.0087,-9.9,51.300,1.8,3
SHANKLE,906.6276,C LM,0.985,2,19.52,5.0119,1.0,9.780,4.6,6
SHANKLE,906.7800,C LM,0.970,2,28.87,5.2602,8.8,9.730,4.0,8
SHANKLE,906.9324,C LM,0.955,2,29.43,6.0395,9.1,11.930,3.6,8
SHANKLE,907.0848,C LM,0.940,2,29.40,6.6834,7.9,12.695,3.5,8
SHANKLE,907.2372,C LM,0.925,2,31.05,6.8707,6.4,11.900,3.6,8
SHANKLE,907.3896,C LM,0.910,2,35.29,6.5766,6.4,10.875,3.7,8
SHANKLE,907.5420,C LM,0.896,2,32.75,5.9979,3.5,9.390,3.8,5
SHANKLE,907.6944,C LM,0.881,2,35.61,5.4702,3.0,8.160,3.9,5
SHANKLE,907.8468,C LM,0.866,2,36.27,5.0699,5.0,7.400,3.6,5
SHANKLE,907.9992,C LM,0.851,2,36.51,4.6774,7.7,8.560,3.2,5
SHANKLE,908.1516,C LM,0.836,2,35.86,4.2954,8.6,10.670,2.9,5
SHANKLE,908.3040,C LM,0.821,2,33.77,3.9719,8.1,12.535,2.9,7
SHANKLE,908.4564,C LM,0.806,2,28.53,3.6898,7.7,13.935,2.9,7
SHANKLE,908.6088,C LM,0.791,2,29.12,3.4594,6.0,14.680,2.9,7
SHANKLE,908.7612,C LM,0.776,2,29.54,3.3037,4.2,14.810,2.8,7
SHANKLE,908.9136,C LM,0.761,2,29.95,3.2810,2.4,13.680,2.8,7
SHANKLE,909.0660,C LM,0.746,2,29.36,3.3806,1.7,12.360,3.0,7
SHANKLE,909.2184,C LM,0.731,2,34.62,3.6141,1.9,10.510,3.3,7
SHANKLE,909.3708,C LM,0.716,2,32.74,4.0272,2.0,9.080,3.3,7
SHANKLE,909.5232,C LM,0.701,2,38.04,4.6345,1.7,8.405,3.2,6
SHANKLE,909.6756,C LM,0.687,2,39.18,5.3456,1.5,8.235,3.2,6
SHANKLE,909.8280,C LM,0.672,2,39.55,6.1944,1.9,8.035,3.3,6
SHANKLE,909.9804,C LM,0.657,2,37.83,7.0146,2.3,7.680,3.4,6
SHANKLE,910.1328,C LM,0.642,2,35.09,7.6560,2.8,7.775,3.4,6
SHANKLE,910.2852,C LM,0.627,2,38.17,8.0353,3.8,7.920,3.6,6
SHANKLE,910.4376,C LM,0.612,2,37.40,8.1846,3.9,8.160,3.3,6
SHANKLE,910.5900,C LM,0.597,2,36.20,8.1846,2.6,8.540,3.4,6
SHANKLE,910.7424,C LM,0.582,2,38.73,8.1283,2.4,8.600,3.4,6
SHANKLE,910.8948,C LM,0.567,2,36.86,8.0910,1.9,8.900,3.5,6
SHANKLE,911.0472,C LM,0.552,2,38.24,8.0353,2.0,8.845,3.4,6
SHANKLE,911.1996,C LM,0.537,2,36.10,7.9616,1.6,8.500,3.4,6
SHANKLE,911.3520,C LM,0.522,2,38.50,7.8886,2.6,8.250,3.3,6
SHANKLE,911.5044,C LM,0.507,2,35.87,7.7625,3.0,8.420,3.4,6
SHANKLE,911.6568,C LM,0.493,2,37.20,7.6560,3.6,8.495,3.3,6
SHANKLE,911.8092,C LM,0.478,2,39.89,7.5858,3.1,8.695,3.6,6
SHANKLE,911.9616,C LM,0.463,2,40.73,7.5162,2.9,8.505,3.7,6
SHANKLE,912.1140,C LM,0.448,2,41.81,7.4645,2.0,8.845,3.7,6
SHANKLE,912.2664,C LM,0.433,2,44.47,7.4473,1.9,8.740,3.5,6
SHANKLE,912.4188,C LM,0.418,2,43.87,7.4131,1.9,8.715,3.4,6
SHANKLE,912.5712,C LM,0.403,2,47.40,7.4473,2.4,8.375,3.5,6
SHANKLE,912.7236,C LM,0.388,2,48.75,7.4989,2.6,8.470,3.6,6
SHANKLE,912.8760,C LM,0.373,2,53.77,7.5336,3.1,8.200,3.6,6
SHANKLE,913.0284,C LM,0.358,2,65.61,7.5858,3.2,8.555,3.7,6
SHANKLE,913.1808,C LM,0.343,2,79.98,7.6560,3.0,8.435,3.8,5
SHANKLE,913.3332,C LM,0.328,2,115.60,7.6736,3.6,8.760,3.9,5
SHANKLE,913.4856,C LM,0.313,2,200.00,7.7090,3.9,8.645,4.1,5
SHANKLE,913.6380,C LM,0.299,2,200.00,7.7446,4.9,8.420,4.1,5
SHANKLE,913.7904,C LM,0.284,2,200.00,7.8163,5.1,8.515,4.3,5
SHANKLE,913.9428,C LM,0.269,2,200.00,7.9250,5.7,8.310,4.2,5
SHANKLE,914.0952,C LM,0.254,2,168.12,8.0724,5.6,8.545,4.2,5
SHANKLE,914.2476,C LM,0.239,2,124.80,8.2985,5.2,8.855,3.9,5
SHANKLE,914.4000,C LM,0.224,2,102.74,8.5507,4.6,8.915,4.0,5
SHANKLE,914.5524,C LM,0.224,2,102.74,8.5507,4.6,8.915,4.0,5
SHANKLE,914.7048,C LM,0.209,2,81.37,8.7297,4.3,8.860,4.1,5
SHANKLE,914.8572,C LM,0.194,2,70.46,8.7700,4.2,8.675,4.2,5
SHANKLE,915.0096,C LM,0.179,2,67.29,8.7700,4.9,9.365,4.1,5
SHANKLE,915.1620,C LM,0.164,2,67.61,8.6896,5.6,9.555,4.1,5
SHANKLE,915.3144,C LM,0.149,2,68.63,8.7297,5.8,9.585,4.1,4
SHANKLE,915.4668,C LM,0.134,2,68.45,9.0573,6.9,9.950,4.3,4
SHANKLE,915.6192,C LM,0.119,2,73.25,9.9083,8.4,10.390,4.4,4
SHANKLE,915.7716,C LM,0.104,2,73.21,10.9396,7.7,9.950,4.5,4
SHANKLE,915.9240,C LM,0.090,2,76.24,12.1339,4.0,7.900,4.6,8
SHANKLE,916.0764,C LM,0.075,2,52.57,13.1220,-0.4,5.215,4.8,8
SHANKLE,916.2288,C LM,0.060,2,32.84,13.1826,-2.2,3.455,5.1,8
SHANKLE,916.3812,C LM,0.045,2,25.16,12.9420,-1.6,2.890,4.8,8
SHANKLE,916.5336,C LM,0.030,2,25.16,12.9420,-1.6,2.890,4.8,8
SHANKLE,916.6860,C LM,0.030,2,26.22,12.3595,-0.4,3.400,4.5,4
SHANKLE,916.8384,C LM,0.015,2,65.36,10.6170,1.6,4.715,4.5,4
LUKE G U,795.6804,A1 SH,1.000,1,74.90,6.0534,9.3,11.750,4.1,3
LUKE G U,795.8328,A1 SH,0.981,1,83.80,5.5590,12.0,13.100,3.5,3
LUKE G U,795.9852,A1 SH,0.962,1,86.97,5.3211,12.9,12.550,3.4,3
LUKE G U,796.1376,A1 SH,0.943,1,84.43,5.1050,13.2,12.000,3.4,3
LUKE G U,796.2900,A1 SH,0.925,1,78.51,5.1050,11.8,11.400,3.4,3
LUKE G U,796.4424,A1 SH,0.906,1,73.88,5.1050,11.3,11.550,3.5,3
LUKE G U,796.5948,A1 SH,0.887,1,71.61,5.2119,11.5,11.250,3.6,2
LUKE G U,796.7472,A1 SH,0.868,1,69.86,5.3211,11.7,11.050,3.7,2
LUKE G U,796.8996,A1 SH,0.849,1,69.25,5.4450,11.1,10.650,3.7,2
LUKE G U,797.0520,A1 SH,0.830,1,68.29,5.3211,8.6,9.700,3.7,2
LUKE G U,797.2044,A1 SH,0.811,1,68.50,5.2119,7.8,9.800,3.7,2
LUKE G U,797.3568,A1 SH,0.792,1,73.65,4.7315,6.3,10.650,3.5,2
LUKE G U,797.5092,A1 SH,0.774,1,92.68,3.6898,9.2,13.200,3.3,2
LUKE G U,797.6616,A1 SH,0.755,1,107.22,3.0409,11.3,15.750,3.3,2
LUKE G U,797.8140,A1 SH,0.736,1,132.81,2.7290,16.7,19.650,3.4,2
LUKE G U,797.9664,A1 SH,0.717,1,151.94,2.5061,0.0,29.900,3.6,2
LUKE G U,798.1188,A1 SH,0.698,1,154.37,2.4547,3.1,31.450,3.4,2
LUKE G U,798.2712,A1 SH,0.679,1,153.77,2.4547,8.4,34.100,3.0,2
LUKE G U,798.4236,A1 SH,0.660,1,132.29,2.4547,8.2,34.100,2.8,2
LUKE G U,798.5760,A1 SH,0.642,1,102.28,2.6182,0.0,30.000,2.6,3
LUKE G U,798.7284,A1 SH,0.623,1,77.82,2.7290,17.9,20.150,2.4,3
LUKE G U,798.8808,A1 SH,0.604,1,67.52,2.7925,10.1,12.250,2.5,3
LUKE G U,799.0332,A1 SH,0.585,1,61.32,2.8510,7.0,8.100,2.8,3
LUKE G U,799.1856,A1 SH,0.566,1,58.69,2.8510,7.1,7.950,3.0,2
LUKE G U,799.3380,A1 SH,0.547,1,54.36,2.9174,6.3,8.550,3.3,2
LUKE G U,799.4904,A1 SH,0.528,1,52.75,2.8510,4.8,10.400,3.5,2
LUKE G U,799.6428,A1 SH,0.509,1,51.96,2.9174,4.7,11.150,3.4,2
LUKE G U,799.7952,A1 SH,0.491,1,54.01,3.0409,4.5,11.650,3.4,2
LUKE G U,799.9476,A1 SH,0.472,1,54.16,3.1117,4.6,12.200,3.4,2
LUKE G U,800.1000,A1 SH,0.453,1,54.27,3.1117,5.1,12.950,3.4,2
LUKE G U,800.2524,A1 SH,0.434,1,55.84,3.0409,4.7,13.350,3.6,2
LUKE G U,800.4048,A1 SH,0.415,1,57.43,2.7925,4.8,13.500,3.6,2
LUKE G U,800.5572,A1 SH,0.396,1,58.22,2.3014,4.9,13.750,3.5,2
LUKE G U,800.7096,A1 SH,0.377,1,58.88,2.0654,4.0,14.600,3.3,2
LUKE G U,800.8620,A1 SH,0.358,1,60.60,2.0230,4.5,15.250,3.2,2
LUKE G U,801.0144,A1 SH,0.340,1,62.57,1.9770,4.7,15.350,3.1,2
LUKE G U,801.1668,A1 SH,0.321,1,66.19,2.0893,5.3,15.350,3.1,2
LUKE G U,801.3192,A1 SH,0.302,1,78.95,2.2233,7.3,14.850,3.1,2
LUKE G U,801.4716,A1 SH,0.283,1,84.77,2.3605,8.6,14.300,3.1,2
LUKE G U,801.6240,A1 SH,0.264,1,80.83,2.5003,8.6,13.400,3.1,2
LUKE G U,801.7764,A1 SH,0.245,1,66.48,2.6363,6.5,12.350,3.1,2
LUKE G U,801.9288,A1 SH,0.226,1,63.09,2.7606,3.9,11.150,3.1,2
LUKE G U,802.0812,A1 SH,0.208,1,62.70,2.9174,3.9,10.950,3.1,2
LUKE G U,802.2336,A1 SH,0.189,1,63.45,2.9174,4.3,11.050,3.1,2
LUKE G U,802.3860,A1 SH,0.170,1,66.94,2.7925,5.6,11.800,3.1,2
LUKE G U,802.5384,A1 SH,0.151,1,77.94,2.7290,6.7,13.050,3.2,2
LUKE G U,802.6908,A1 SH,0.132,1,81.40,2.6182,8.1,14.150,3.2,2
LUKE G U,802.8432,A1 SH,0.113,1,80.74,2.5061,9.9,15.750,3.2,3
LUKE G U,802.9956,A1 SH,0.094,1,76.45,2.4547,10.6,16.500,3.2,2
LUKE G U,803.1480,A1 SH,0.075,1,74.99,2.3988,11.0,17.000,3.1,2
LUKE G U,803.3004,A1 SH,0.057,1,75.21,2.3988,14.2,19.500,3.1,2
LUKE G U,803.4528,A1 SH,0.038,1,75.05,2.4266,12.6,23.300,3.1,2
LUKE G U,803.6052,A1 SH,0.019,1,62.14,2.5882,9.5,24.650,3.1,2
LUKE G U,803.7576,A1 LM,1.000,2,46.66,2.8708,2.8,21.400,3.2,8
LUKE G U,803.9100,A1 LM,0.985,2,29.68,3.1550,4.6,16.700,3.4,8
LUKE G U,804.0624,A1 LM,0.970,2,18.97,3.6141,-0.3,11.350,3.9,8
LUKE G U,804.2148,A1 LM,0.955,2,17.66,4.4771,0.4,7.300,4.4,8
LUKE G U,804.3672,A1 LM,0.940,2,18.02,5.4450,0.5,5.150,4.8,8
LUKE G U,804.5196,A1 LM,0.925,2,20.47,6.4565,3.1,4.150,4.9,8
LUKE G U,804.6720,A1 LM,0.910,2,26.70,7.0469,4.0,4.400,4.8,8
LUKE G U,804.8244,A1 LM,0.896,2,33.18,7.3451,6.8,6.000,4.6,8
LUKE G U,804.9768,A1 LM,0.881,2,42.67,7.3451,8.0,7.400,4.4,8
LUKE G U,805.1292,A1 LM,0.866,2,51.37,6.0534,10.1,8.850,3.8,8
LUKE G U,805.2816,A1 LM,0.851,2,54.26,5.5590,12.6,10.400,3.6,6
LUKE G U,805.4340,A1 LM,0.836,2,56.67,5.4450,12.8,10.700,3.6,6
LUKE G U,805.5864,A1 LM,0.821,2,57.35,5.4450,12.3,10.950,3.7,6
LUKE G U,805.7388,A1 LM,0.806,2,62.93,5.4450,11.1,11.550,3.8,6
LUKE G U,805.8912,A1 LM,0.791,2,66.49,5.5590,10.0,11.000,3.9,6
LUKE G U,806.0436,A1 LM,0.776,2,64.20,5.6754,7.2,9.300,4.0,6
LUKE G U,806.1960,A1 LM,0.761,2,58.09,6.3241,2.5,6.550,4.1,6
LUKE G U,806.3484,A1 LM,0.746,2,55.00,8.0168,2.5,4.950,4.1,6
LUKE G U,806.5008,A1 LM,0.731,2,55.97,8.3753,2.5,4.850,4.1,6
LUKE G U,806.6532,A1 LM,0.716,2,58.81,8.1846,3.1,6.050,4.1,6
LUKE G U,806.8056,A1 LM,0.701,2,67.10,7.6736,5.4,8.300,4.0,6
LUKE G U,806.9580,A1 LM,0.687,2,77.82,7.3451,8.2,10.700,4.0,6
LUKE G U,807.1104,A1 LM,0.672,2,115.71,6.7453,8.2,11.500,3.9,4
LUKE G U,807.2628,A1 LM,0.657,2,145.34,6.4565,8.1,11.550,3.7,4
LUKE G U,807.4152,A1 LM,0.642,2,195.89,6.3241,8.0,11.500,3.7,4
LUKE G U,807.5676,A1 LM,0.627,2,191.22,6.4565,8.3,11.250,3.6,4
LUKE G U,807.7200,A1 LM,0.612,2,177.59,6.6069,7.0,9.700,3.6,4
LUKE G U,807.8724,A1 LM,0.597,2,151.13,7.3451,5.6,7.700,3.6,4
LUKE G U,808.0248,A1 LM,0.582,2,116.51,8.5507,3.0,5.200,3.8,8
LUKE G U,808.1772,A1 LM,0.567,2,58.47,9.1201,2.0,3.400,4.4,8
LUKE G U,808.3296,A1 LM,0.552,2,56.71,8.9331,2.1,3.250,5.0,8
LUKE G U,808.4820,A1 LM,0.537,2,64.91,8.3753,5.4,5.500,5.0,8
LUKE G U,808.6344,A1 LM,0.522,2,74.30,7.6736,10.1,8.650,4.8,8
LUKE G U,808.7868,A1 LM,0.507,2,85.32,6.7453,9.8,11.400,4.6,4
LUKE G U,808.9392,A1 LM,0.493,2,97.02,5.6754,11.9,13.750,4.3,4
LUKE G U,809.0916,A1 LM,0.478,2,94.31,5.2119,10.7,14.450,4.1,4
LUKE G U,809.2440,A1 LM,0.463,2,88.35,4.8865,10.2,14.700,3.9,4
LUKE G U,809.3964,A1 LM,0.448,2,87.22,4.5709,9.9,14.850,3.8,4
LUKE G U,809.5488,A1 LM,0.433,2,85.82,4.2462,9.6,14.800,3.8,4
LUKE G U,809.7012,A1 LM,0.418,2,85.68,4.1115,9.6,14.800,3.7,4
LUKE G U,809.8536,A1 LM,0.403,2,86.50,4.1976,9.4,14.900,3.7,4
LUKE G U,810.0060,A1 LM,0.388,2,88.50,4.1976,9.1,15.050,3.6,4
LUKE G U,810.1584,A1 LM,0.373,2,88.84,4.1976,8.7,14.950,3.6,4
LUKE G U,810.3108,A1 LM,0.358,2,83.21,4.2954,8.6,14.800,3.4,4
LUKE G U,810.4632,A1 LM,0.343,2,71.50,4.2954,8.7,14.650,3.3,4
LUKE G U,810.6156,A1 LM,0.328,2,67.33,4.5814,9.2,14.300,3.4,4
LUKE G U,810.7680,A1 LM,0.313,2,61.32,4.8865,9.5,13.950,3.5,4
LUKE G U,810.9204,A1 LM,0.299,2,55.48,5.8076,8.5,13.050,3.6,4
LUKE G U,811.0728,A1 LM,0.284,2,51.60,7.1945,3.8,10.100,3.7,6
LUKE G U,811.2252,A1 LM,0.269,2,47.71,6.8865,3.2,9.000,3.8,6
LUKE G U,811.3776,A1 LM,0.254,2,48.07,6.3241,3.2,8.900,3.8,6
LUKE G U,811.5300,A1 LM,0.239,2,49.41,5.6754,3.4,9.300,3.8,4
LUKE G U,811.6824,A1 LM,0.224,2,66.10,4.8865,3.7,10.350,3.8,4
LUKE G U,811.8348,A1 LM,0.209,2,76.15,4.2954,4.7,11.750,3.6,4
LUKE G U,811.9872,A1 LM,0.194,2,92.92,3.9355,7.6,14.100,3.3,4
LUKE G U,812.1396,A1 LM,0.179,2,100.69,3.7757,7.8,16.300,3.2,4
LUKE G U,812.2920,A1 LM,0.164,2,101.16,4.0272,7.4,18.600,2.5,4
LUKE G U,812.4444,A1 LM,0.149,2,97.59,4.5082,4.5,20.950,2.8,4
LUKE G U,812.5968,A1 LM,0.134,2,87.35,5.1404,4.7,20.850,3.1,4
LUKE G U,812.7492,A1 LM,0.119,2,72.10,5.7677,6.8,13.500,3.3,6
LUKE G U,812.9016,A1 LM,0.104,2,64.79,6.3973,7.5,9.750,3.8,6
